gene	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CUL5	-0.010261496	-0.007339807	-0.000124786	0.127180492	0.091201314	0.208032198	0.061725878	-0.100311702	0.432858164	0.088948305	0.008744201	0.234888202	0.122859414	-0.235823879
CUL7	-0.551033027	-0.680468028	-0.5582418	-0.391966279	-0.540468775	-0.646066761	-0.514233892	-0.51668687	-0.634679525	-0.59488716	-0.62292073	-0.41491674	-0.33755053	-0.347805762
CUL9	-0.429840142	-0.214102456	-0.355865081	-0.38030045	-0.583681026	-0.264668418	-0.567623755	-0.415640672	-0.52484105	-0.289893691	-0.459071341	-0.312456821	-0.182886553	-0.375935764
CUTA	-0.047460731	-0.072524221	-0.036671653	-0.004698028	-0.001818157	-0.022596565	-0.043945764	0.073190254	-0.039956751	0.055164156	-0.066994985	0.042713425	-0.002643064	0.005472765
CUTC	-0.030668443	0.019303618	-0.069302114	-0.000707677	-0.046144909	0.06109928	0.023125693	-0.000673013	-0.000974374	-0.097148574	-0.013237788	-0.053499985	-0.069763437	-0.060238088
CUX1	-0.092803155	-0.140101312	-0.099685685	-0.098169818	-0.209233191	-0.089317521	-0.088514255	0.015359613	-0.218175752	-0.307299373	-0.221785968	-0.092571875	-0.222678061	-0.145717932
CUX2	-0.538735939	-0.373365296	-0.40468155	-0.41031249	-0.696183335	-0.650850359	-0.439673369	-0.37961342	-0.410642753	-0.559996126	-0.264426014	-0.456150532	-0.268028039	-0.460749312
CUZD1	0.110173512	0.036638456	0.135673966	0.044988457	0.032107158	0.113656282	0.050326867	0.135103968	0.133827464	0.151708432	0.142755991	0.102689981	0.120295438	0.034181504
CWC22	-0.521664976	-0.513622095	-0.517168697	-0.761576204	-0.647558539	-0.536654635	-0.565983674	-0.501086864	-0.769719524	-0.558908654	-0.635720782	-0.484091014	-0.591840619	-0.466200321
CWC25	-0.449949965	-0.620818721	-0.539554845	-0.454641424	-0.473550885	-0.449587766	-0.436740285	-0.431990384	-0.667653191	-0.710176724	-0.505430024	-0.344840316	-0.448380073	-0.403280833
CWC27	-0.161072226	-0.128345992	-0.114376526	-0.031883146	-0.016349196	0.036455307	-0.004913468	-0.097070563	-0.095707631	-0.073222371	0.015590903	0.017473859	-0.039034414	0.117916505
CWF19L1	-0.031237076	-0.158164487	-0.213522881	-0.170214047	-0.197837464	-0.121852592	-0.228064578	-0.227241295	-0.157124466	-0.236545671	-0.282654279	-0.140891705	-0.230342458	-0.182267508
CWF19L2	-0.351260734	-0.35166928	-0.419940629	-0.438622103	-0.525537805	-0.140328003	-0.412782149	-0.560153682	-0.448569717	-0.342648669	-0.289966303	-0.341529629	-0.340332116	-0.524398926
CWH43	-0.013936145	0.128359114	0.064813932	-0.028047737	0.122998996	0.139254171	0.112090151	0.11953219	0.020658691	0.134226613	0.138439467	0.087550801	0.024721991	0.054614752
CX3CL1	-0.011967676	-0.036333364	-0.155896097	-0.253536148	-0.107114772	-0.173467436	-0.133297353	-0.222031984	-0.206292878	-0.285591735	-0.387147669	-0.009869276	-0.078764896	0.006919249
CX3CR1	0.03443199	-0.004672448	-0.053437509	-0.060973568	0.035210053	0.02507181	-0.0457809	0.010337276	-0.020097238	0.011293177	0.003425	-0.029139506	0.034878396	-0.024265773
CXADR	-0.121157713	-0.025595242	-0.037789157	0.021002505	0.08653061	0.030309937	-0.015100624	-0.050276572	0.005511749	0.029047688	0.037261552	0.03936057	0.030751943	-0.029664169
CXCL1	-0.203767106	-0.196523736	-0.107841306	-0.140839236	-0.239692343	-0.005078666	-0.132751167	-0.388524025	-0.109246134	-0.297018816	-0.121436809	-0.08654052	-0.198767937	-0.181171823
CXCL10	0.196658803	0.228300004	0.247900035	0.270350144	0.178118856	0.219508873	0.215673087	0.167553722	0.166699336	0.160418971	0.229312834	0.188444392	0.223427276	0.092105954
CXCL11	0.023322666	0.08048433	0.085043051	0.067444746	0.098131084	0.095329617	0.215919448	0.06516305	0.102270817	0.068421605	0.187160142	0.130043569	0.209197218	0.075206585
CXCL12	0.094987551	0.116528437	0.076547675	-0.008044385	0.089053702	0.079857535	0.012815679	0.046771101	0.111026663	0.06526835	0.139866463	0.093628576	0.030779282	0.009169355
CXCL13	0.12613893	0.220894176	0.130647527	0.097484869	0.044294627	0.169831244	0.190671787	0.166629455	0.179142064	0.186616903	0.235135953	0.079695963	0.097373554	0.137419864
CXCL14	-0.015782851	0.002854487	-0.072311947	-0.131201179	-0.227841117	-0.045098682	-0.133755008	0.033844975	-0.086569975	-0.032588806	0.006892589	0.020093703	-0.049160801	-0.078004518
CXCL16	-0.12760222	-0.087880968	-0.261099722	-0.07281067	-0.297346207	-0.268797348	-0.252596597	-0.173096071	-0.303565074	-0.181234547	-0.229604286	-0.149822894	-0.126552428	-0.149489577
CXCL17	-0.122538575	-0.05600872	-0.034861006	0.00256839	-0.086651241	0.057587105	-0.077667738	-0.114394174	-0.0707997	-0.051379778	-0.089753766	-0.052153042	-0.133974641	-0.018585369
CXCL2	-0.068360765	-0.147849371	-0.034878769	-0.100328027	-0.165649819	-0.056843703	-0.110854187	-0.248652966	-0.102030761	-0.287704479	-0.245413589	-0.142710114	-0.257251842	-0.18097013
CXCL3	-0.097627262	-0.162736614	-0.053379332	-0.094000315	-0.135472234	0.050108169	-0.141016401	-0.236293872	-0.096038449	-0.205651638	-0.257426928	-0.127223285	-0.085903047	-0.117528617
CXCL5	0.184566775	0.077071096	0.237769149	0.035422797	0.066148386	0.074237262	0.111784068	0.106204885	0.085936902	0.009704285	0.135614643	0.173828272	-0.00562627	0.03853621
CXCL6	0.03276351	0.151402602	0.017722983	0.136242577	0.009705236	0.055918645	0.009566772	0.000899021	0.134056551	0.129773059	0.093298491	0.082875008	0.242111439	-0.02331982
CXCL8	-0.021984665	0.079167818	-0.086542825	0.089836957	0.006280283	0.01983845	-0.133510126	0.15480055	-0.121631616	-0.129102857	0.043472848	-0.08133384	0.087743673	0.122299938
CXCL9	0.130470564	-0.018647234	-0.016713401	0.106674666	0.156526164	0.103583662	0.179797553	0.059841621	0.154701812	0.111076673	0.123643257	0.104380574	-0.05336593	0.066320844
CXCR1	-0.025011046	0.004862284	-0.130794037	0.017505291	-0.026318315	-0.170919475	0.000218009	-0.138606698	-0.204903328	-0.192893141	0.009149005	-0.032796054	-0.038977024	-0.16792311
CXCR2	0.024769919	0.011531168	0.076742292	-0.003936628	-0.054030279	-0.0779717	0.024085159	-0.01629707	-0.044391592	-0.039583183	-0.001642449	0.01247902	-0.155313683	-0.012786076
CXCR4	-0.285818127	-0.044003181	-0.102588459	-0.010670023	-0.138411316	-0.17898528	-0.10850283	-0.140506594	-0.094220519	-0.209412302	-0.097977882	-0.129336311	-0.142963826	-0.040073906
CXCR5	-0.198671979	-0.090330379	-0.249380771	-0.216490869	0.032775574	-0.152578601	-0.218364713	-0.253302066	-0.293518606	-0.284436588	-0.187173212	-0.223689588	-0.254600647	-0.223074372
CXCR6	0.018110552	0.064179303	0.069397681	0.013232208	0.042950077	0.051089274	0.081001513	0.088885821	-0.012925538	-0.003938581	0.108648256	0.056236225	-0.002250111	0.004412245
CXXC1	-0.50121678	-0.346765994	-0.56764146	-0.394951424	-0.583716879	-0.408007964	-0.52307283	-0.542369167	-0.464065908	-0.431812309	-0.538879464	-0.416214031	-0.509336721	-0.502958482
CXXC4	-0.170837885	-0.11269993	-0.049114135	0.046218136	-0.147275619	-0.00357924	-0.111655144	-0.06282328	-0.127666636	-0.075415057	0.054502734	0.000602715	-0.275050419	-0.019927861
CXXC5	0.094670657	0.049032784	-0.038016393	-0.162748875	1.21E-05	0.106508855	-0.006068563	-0.079899994	-0.151007255	-0.10459335	0.086824564	-0.111822252	0.001366822	0.020799679
CYB561	-0.036196743	-0.077179712	-0.118005757	-0.147630053	-0.072959793	-0.281421815	-0.1069807	-0.063629212	-0.038941611	-0.059004039	-0.111522959	-0.171814934	-0.24149217	-0.124027234
CYB561A3	-0.059881188	-0.205081862	-0.394263804	-0.15842547	-0.233689647	-0.188360439	-0.218599518	-0.162527541	-0.272707341	-0.274962448	-0.14902155	-0.212744548	-0.40473098	-0.38257289
CYB561D1	-0.264323126	-0.049136126	-0.094906845	-0.098309614	-0.119752104	-0.113474179	-0.18317092	-0.131912351	-0.09124939	-0.097063069	-0.167746009	-0.077032895	-0.144227448	-0.08721277
CYB561D2	-0.059838776	0.041035735	-0.23328281	-0.174427893	-0.175271159	-0.052089226	-0.02836713	-0.200330828	-0.041009013	-0.110029763	-0.116728617	-0.15255544	-0.048431404	-0.046623715
CYB5A	0.056560435	-0.040293608	-0.104537505	0.05170102	-0.001459652	-0.016852472	-0.051982605	0.024928284	0.009784483	-0.063295719	-0.113075959	-0.034709997	-0.032197518	-0.036257301
CYB5B	-0.526092225	-0.661719016	-1.135716137	-0.654886482	-1.088762755	-1.030362451	-1.044421635	-0.701699443	-0.641819473	-0.280648653	-0.913706805	-0.523571124	-0.465934184	-0.61634658
CYB5D1	-0.144925891	-0.146755783	-0.07831123	0.032850504	-0.040094024	-0.01255636	-0.026464315	-0.086954741	0.048824724	0.009770051	-0.157441392	-0.132692121	-0.087376684	-0.038855986
CYB5D2	-0.260163437	-0.090840747	-0.094221846	-0.201742167	-0.128550402	-0.173118527	-0.130863751	-0.144209239	-0.150321951	-0.112946289	-0.012643826	-0.057733667	-0.047973138	-0.035035311
CYB5R1	-0.358571171	-0.142388229	-0.169248527	-0.199583943	-0.09408851	-0.079745802	-0.29409178	-0.168769462	-0.120593776	-0.139439983	-0.15756277	-0.140720247	-0.11858686	-0.057191562
CYB5R2	0.075336099	0.169321394	0.083440397	0.130383226	0.080717484	0.030091416	0.08266702	0.04400614	0.109778651	-0.010224525	0.000572101	0.037676038	0.049984966	0.180458993
CYB5R3	-0.058194385	-0.119979231	-0.130706377	-0.096766079	-0.121697791	-0.070304873	-0.064836754	-0.155844315	-0.094704555	-0.061459958	-0.096309254	-0.120673206	-0.048064417	-0.102820073
CYB5R4	-0.012218415	-0.083994868	-0.049054418	0.005581292	-0.061818847	0.081658455	-0.124547484	0.006574855	0.101972617	0.014865209	-0.176205308	0.087132211	0.011630628	-0.130865207
CYB5RL	-0.053148086	-0.134307184	-0.086423682	0.123190826	-0.065495497	0.041700301	-0.125126378	0.039012257	-0.051426303	-0.054960423	-0.00953699	-0.114308067	-0.059714974	-0.028871279
CYBA	-0.231184606	-0.29159467	-0.168758897	-0.219530465	-0.264067941	-0.285302688	-0.255887619	-0.210382793	-0.14161849	-0.224840459	-0.220292323	-0.171618823	-0.175548731	-0.042693771
CYBRD1	-0.022447157	-0.052051956	0.001880901	-0.009685917	-0.099361721	0.064238449	0.061804351	0.024902133	-0.03367161	-0.072231997	-0.059222166	-0.137345883	-0.061643469	-0.022546041
CYC1	-1.064663839	-1.043621229	-0.772721991	-0.907324281	-0.98213545	-1.018583845	-0.899760455	-1.028972528	-0.954466691	-1.198745647	-0.889538299	-0.715683155	-1.21527476	-0.873159089
CYCS	-1.185956857	-1.083579127	-1.133644527	-1.185549345	-1.093364051	-0.792386423	-1.223905446	-1.215363933	-1.066594144	-1.331930891	-0.991810973	-1.090978063	-1.168619397	-1.118525086
CYFIP1	-0.138183428	-0.046024863	-0.291649671	-0.206595961	-0.123262258	-0.066845089	0.041393403	-0.032379186	0.045200208	0.045461952	-0.075985119	-0.016313077	-0.337099459	0.014633784
CYGB	-0.075040445	-0.295057806	-0.13893984	-0.071550461	-0.165087157	-0.118990628	-0.105315053	-0.168648642	-0.217982316	-0.05317992	-0.042641229	-0.144016227	-0.092839659	-0.171509012
CYHR1	0.070347099	0.158833656	0.011352083	-0.059516873	0.039347159	0.078570384	0.058680264	0.09911692	-0.112294029	0.044614937	0.080112001	0.045755676	-0.14125394	0.054793332
CYLC2	0.113608518	0.100342928	0.206836262	0.121001925	0.072060024	0.179567434	0.14798071	0.165642125	0.144693663	0.116686018	0.238789404	0.112070099	0.150635661	0.045946534
CYLD	-0.241026339	-0.054947927	-0.059016649	-0.065935385	-0.111793906	0.014489721	-0.153166043	-0.049033897	-0.08142395	-0.060075687	-0.049028217	-0.168809527	-0.227284763	-0.209287205
CYP11A1	-0.089122979	-0.316044899	-0.225133884	-0.090303602	-0.173225385	-0.187107189	-0.339987643	-0.114454426	-0.243078748	-0.172680816	-0.132605333	-0.230280241	-0.085437611	-0.071753711
CYP11B1	0.14776722	0.161871149	0.097550775	0.051443966	0.083204146	0.028231159	0.192465853	0.299559795	0.011476536	0.188601787	0.225167721	0.12597534	0.15186552	0.051398007
CYP11B2	0.197132565	0.180196501	0.183363085	0.10776277	0.194499893	0.158470639	0.089249715	0.144901504	0.113865856	0.100516565	0.181414289	0.097721175	0.168824868	0.135628175
CYP17A1	-0.155616438	-0.082322893	-0.058048455	-0.127888349	-0.07159515	-0.135758543	-0.060327844	-0.049445203	-0.1024645	0.029634322	-0.016142037	-0.067491352	-0.122193272	-0.112485688
CYP19A1	-0.155884495	-0.135811978	0.029838591	0.028939618	-0.060997158	0.000869136	0.039637685	-0.126930494	-0.103102787	-0.042356738	0.045294708	-0.066953409	-0.041459627	0.049502093
CYP1A1	-0.048061088	-0.153554221	-0.209511747	-0.170054549	-0.168113158	-0.118223767	-0.139213487	-0.10983715	-0.096026242	-0.135675901	-0.068820712	-0.060014885	-0.297879825	-0.050987416
CYP1A2	-0.114400495	-0.068662327	-0.080895086	-0.114766774	-0.1172216	-0.095726405	-0.157495523	-0.181393958	-0.059283929	-0.120938352	-0.306157008	0.051191659	-0.333499752	-0.137458159
CYP1B1	-0.06170368	-0.0618295	0.024072335	-0.142958155	-0.216938723	-0.207862193	-0.043780006	0.052607284	-0.071814145	-0.034450309	-0.13218002	-0.040967064	-0.05856268	0.001156195
CYP20A1	0.009250493	0.105128998	0.095783468	0.052319669	0.099233665	0.043135194	0.097060504	0.110436725	0.086180449	0.079399679	0.131778678	0.040279469	0.100582678	0.06962539
CYP21A2	0.168735999	0.125623872	0.233114185	0.160519459	0.144097117	0.20348135	0.100361881	0.178878421	0.182400835	0.075802657	0.208955979	0.179242615	0.206602245	0.084363735
CYP24A1	-0.234559366	-0.202663678	-0.006554337	-0.150601091	-0.367334639	-0.176784756	-0.190422519	-0.153141963	-0.294914358	-0.18043501	-0.094377444	-0.146861926	-0.158618774	-0.103974835
CYP26A1	0.101655977	-0.061094218	-0.213402287	-0.014030317	-0.110169637	-0.162539055	0.107028177	-0.117456699	-0.001883703	-0.200437451	0.000311867	-0.094262906	-0.188207646	-0.254660442
CYP26B1	-0.003976034	-0.081127962	-0.135211993	-0.205014472	-0.094643966	-0.088455933	-0.187940566	-0.017779317	-0.095708418	0.018518262	-0.029758988	0.038845462	-0.166594741	-0.041063616
CYP26C1	-0.004898822	0.079665376	0.070316661	0.053134919	-0.021388917	-0.030960775	0.007876663	-0.01776087	-0.071802424	0.006833111	0.044443337	0.10852939	0.033778064	0.040573203
CYP27A1	-0.065139701	0.060694392	0.033852516	0.021815641	-0.078474492	-0.054645355	0.018334347	0.015234859	-0.013194402	0.025887346	0.008752857	-0.05064516	-0.102792673	0.03823598
CYP27B1	-0.35520353	-0.562068139	-0.480525703	-0.395010352	-0.305596234	-0.182432334	-0.504097634	-0.185820478	-0.468351372	-0.46090189	-0.484260695	-0.405785453	-0.327831477	-0.393424806
CYP27C1	0.097692144	0.038974964	-0.015267395	-0.013365575	-0.010262724	-0.101226566	-0.002952364	-0.062190002	0.006116667	-0.05259349	0.02072534	-0.015216427	-0.032662203	-0.025120828
CYP2A13	-0.0143219	0.026192043	-0.037601413	0.006989897	-0.048940168	0.0135773	-0.072895701	-0.015136746	0.024006065	-0.024545646	0.027707492	-0.020092842	0.084208814	0.002910026
CYP2A6	0.088963697	0.131428911	-0.0378526	0.102061878	0.054191506	0.10716716	0.048861297	0.014736396	0.079502033	0.112445748	0.099248956	0.114327692	0.099367093	0.080218263
CYP2A7	0.053538774	0.154408335	0.071665674	0.052575832	0.129267857	0.143298955	0.096060696	0.121145592	-0.008960447	0.201490217	0.107922234	0.125879343	0.160639573	0.106693781
CYP2B6	-0.263042515	-0.134917798	-0.268099666	-0.173998917	-0.21178055	-0.089455211	-0.211259196	-0.122850485	-0.047967699	-0.114638761	-0.184473991	-0.137127211	-0.186039321	-0.093559145
CYP2C18	-0.061389676	-0.157389	-0.099891936	-0.016365298	-0.1006211	-0.004924362	-0.202630024	-0.010061055	-0.276786831	-0.109298212	0.00365463	0.002970067	-0.019737164	-0.055125366
CYP2C19	0.033904529	0.000759753	0.104631995	0.134866726	0.112243148	0.028557633	0.09521233	0.115070883	0.129257032	0.025960853	0.150617988	0.092992381	0.12350497	-0.029881711
CYP2C8	-0.105387002	-0.107583803	0.080521878	0.155208823	0.021991014	0.001151667	-0.000528954	0.118159321	0.123855973	0.100524342	-0.00123215	0.071008733	-0.194942312	0.051275996
CYP2C9	0.1668286	0.144245824	0.126772952	0.14528357	0.19551873	0.08008433	0.142659808	0.165081684	0.204209581	0.176652861	0.181144655	0.05613926	0.168041425	0.108550966
CYP2D6	0.141204425	0.110502521	0.134774568	0.055519839	0.175736535	0.101553819	0.120634461	0.21704972	0.066878748	0.120627769	0.017657824	0.150437067	0.174500363	0.026777208
CYP2E1	-0.114422638	-0.060618055	-0.134505052	-0.047734143	-0.097847645	-0.375740088	-0.279799085	-0.154098717	-0.235763225	-0.394994812	-0.289090503	-0.287310979	-0.228447249	-0.02432696
CYP2F1	0.015311215	-0.008546322	-0.042758567	-0.056691447	-0.016446193	0.012459712	-0.041118537	-0.001889144	-0.098150827	-0.026718252	0.030456303	-0.030963961	0.000913403	-0.003778759
CYP2J2	-0.089870555	-0.08229586	-0.07773406	0.039334603	-0.063856444	-0.00652489	0.006454526	-0.056250409	-0.12503213	-0.041076108	0.09014645	-0.170301779	-0.065396996	-0.004551088
CYP2R1	-0.272172651	-0.30538684	-0.358880414	-0.246525173	-0.298072653	-0.24730581	-0.271075817	-0.257048453	-0.308683376	-0.320464984	-0.38767843	-0.339520557	-0.076164339	-0.142035194
CYP2S1	-0.096860875	0.033211715	-0.111022478	-0.020569394	-0.027876433	-0.046676736	-0.00673385	-0.156026676	-0.26087313	-0.123482829	-0.069083629	-0.185872751	-0.2782341	-0.201139786
CYP2U1	0.062971323	0.06245918	0.003189226	0.065549949	0.011150646	0.078952669	-0.008806838	0.119759117	-0.034199953	0.122274082	-0.025160533	-0.03404478	0.049238536	-0.003064899
CYP2W1	-0.208215328	-0.192853678	-0.209374032	-0.058011747	-0.267531275	-0.313759305	-0.068307716	-0.2857688	-0.228130699	-0.017050098	-0.018306628	0.031460759	0.007823978	-0.095104946
CYP39A1	0.156215152	0.149863179	0.210163908	0.137418545	0.211379898	0.12822997	0.177496478	0.145974937	0.113888028	0.170916771	0.236668846	0.154105902	0.168302775	0.154285744
CYP3A4	0.196171243	0.137174171	0.226776606	0.066304211	0.133738543	0.208756081	0.181032638	-0.096678157	0.065847813	0.031682037	0.265524937	0.085155477	0.237279628	0.082718092
CYP3A43	0.101031277	0.042814988	0.191681361	0.14330855	0.027575148	0.100839355	0.141795823	0.151167106	0.085247217	0.128244705	0.073643747	0.080763601	0.110401141	0.092307948
CYP3A5	0.073490034	0.104882843	0.049856402	0.074798439	0.04785116	0.012506491	0.060117725	0.032070594	0.059978288	0.108805994	0.116120553	0.012756581	0.120370976	0.184090933
CYP3A7	0.121318284	0.151668903	0.181973263	0.179453339	0.117256481	0.189979465	0.141197366	0.093709123	0.197927631	0.144036636	0.284492162	0.04288172	0.203620083	0.073484497
CYP46A1	-0.028034439	-0.00947629	-0.039302503	0.000997229	-0.03962918	-0.032129444	-0.006061514	-0.171877695	-0.142652169	0.015669032	-0.038252295	-0.059412536	-0.157037398	-0.029900626
CYP4A11	0.095738991	0.097654307	-0.004925901	0.06757747	0.027340515	0.133187321	0.102744666	0.015589739	0.142451817	-0.05766713	0.170654669	-0.053609763	0.18981747	-0.049312447
CYP4A22	0.165535099	0.051264925	0.078432913	0.119209924	0.001162935	0.139050704	0.076151323	0.028020949	0.067665479	0.052113682	0.073879478	0.003194116	0.177766711	0.0631106
CYP4B1	-0.051608794	-0.161389472	-0.10645665	-0.305078165	-0.180899076	0.030674568	-0.087402498	-0.11757288	-0.073467362	-0.001117329	-0.139282146	-0.104816279	-0.323702726	-0.084495922
CYP4F11	-0.137253559	-0.093693153	-0.141515559	-0.139928112	-0.074686772	-0.176968651	-0.076788059	-0.111322928	-0.153223678	-0.125845494	-0.173779123	-0.1276195	-0.032335536	-0.035330422
CYP4F12	-0.108912949	-0.071114564	-0.133832598	-0.03106796	-0.218690211	-0.193103212	-0.198770841	-0.164391351	-0.13459931	-0.320933276	-0.20730408	-0.133472198	-0.124225516	-0.116762696
CYP4F2	0.196917535	-0.016677914	-0.116615295	-0.071480002	-0.106890631	0.027680628	0.060595672	-0.02243548	-0.012181857	-0.047658291	-0.093410958	0.020160836	0.011835998	0.026474909
CYP4F22	-0.307367452	-0.335258993	-0.28273784	-0.362872355	-0.253661996	-0.322207718	-0.442321201	-0.253390846	-0.300240881	-0.317442084	-0.044515298	-0.200829308	-0.057210119	-0.337725584
CYP4F3	0.272427889	0.177599277	0.23858223	0.187777092	0.210825427	0.113781681	0.209429858	0.2514214	0.207892027	0.1778688	0.251362179	0.158168443	0.263764192	0.142628273
CYP4V2	0.023235097	0.006586653	0.073249392	0.012801234	-0.072819866	0.004580688	-0.125464765	-0.142215633	0.015004759	-0.034046066	0.027866343	0.033828852	-0.052344253	0.062803339
CYP4X1	-0.062708907	0.076130483	-0.02282285	-0.127911017	0.054254311	0.02189145	-0.016929431	0.067746686	-0.065718939	0.069238075	-0.072175162	0.01585761	-0.008897601	0.086947339
CYP4Z1	0.135934554	0.123261977	0.13117192	0.170925112	0.173512767	0.191480279	0.144846672	0.133749255	0.169207909	0.172632581	0.25236421	0.052097352	0.175679084	0.042251166
CYP51A1	0.05109152	0.017014079	0.148368131	0.059361522	-0.045099205	0.120544846	0.089794059	0.062511688	0.079272254	0.115825938	0.107571691	0.097512859	0.143757871	0.134257428
CYP7A1	-0.092957585	0.109000195	-0.184800231	0.133492987	-0.055260576	-0.152942622	0.098229706	0.049522427	-0.110593703	-0.137907312	-0.123973705	0.116070833	-0.055547919	-0.051570192
