gene	A375_SKIN	A673_BONE	BXPC3_PANCREAS	CADOES1_BONE	CAL120_BREAST	COLO741_SKIN	CORL105_LUNG	EW8_BONE	EWS502_BONE	G402_SOFT_TISSUE	HCC44_LUNG	HS294T_SKIN	HT29_LARGE_INTESTINE	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L33_PANCREAS	LNCAPCLONEFGC_PROSTATE	MEWO_SKIN	MHHES1_BONE	NCIH1373_LUNG	NCIH2009_LUNG	PANC0327_PANCREAS	PANC0813_PANCREAS	PANC1_PANCREAS	PATU8902_PANCREAS	PATU8988T_PANCREAS	PC3_PROSTATE	RDES_BONE	SKES1_BONE	SU8686_PANCREAS	T47D_BREAST	TC32_BONE	TC71_BONE	TOV112D_OVARY
FGF8	-0.220406828	-0.36709938	-0.187368745	-0.377009976	-0.367464842	-0.245173866	-0.171238931	-0.332902588	-0.205896697	-0.313194358	-0.157978772	-0.327970109	-0.270820721	-0.365786408	-0.304007985	-0.341234371	-0.19704162	-0.346236838	-0.40255938	-0.38275541	-0.305834867	-0.210534281	-0.27752681	-0.153568142	-0.395029666	-0.307768272	-0.438926821	-0.31616613	-0.19625664	-0.452906443	-0.326118133	-0.306328882	-0.613855786
FGF9	0.255744684	0.182814833	0.36270468	0.287012167	0.130774241	0.197548132	0.25892366	0.329687835	0.190243084	0.151492766	0.191706388	0.46957165	0.185090565	0.339336698	0.30917588	0.335479924	0.238561769	0.327496148	0.14297037	0.26812471	0.128978005	0.19934021	0.225797343	0.284073266	0.229124031	0.342266156	0.238867312	0.299390807	0.212170887	0.228305556	0.408090576	0.193916116	0.253318475
FGFBP1	0.077294454	0.146843443	0.193969583	0.108274082	0.089395882	0.101181455	0.131089949	0.126763891	0.169666714	0.196049328	0.077784871	-0.072569592	0.082341279	0.238668701	-0.091076626	0.246900952	0.033288834	0.120428933	0.162223528	0.04799066	0.18167697	0.063183765	0.15106684	0.133849786	0.123115545	0.072823327	0.185173222	0.181626385	0.10192932	0.060972713	0.103589265	0.284899737	-0.068578165
FGFBP2	-0.155686715	-0.0169493	-0.092300764	0.000755734	0.107458478	-0.067896845	-0.06952317	-0.142983015	-0.024941983	-0.142151646	-0.033998776	-0.201088055	-0.140027806	0.134474549	0.089802012	-0.084611886	-0.004754488	-0.135292946	-0.116684901	0.054345052	-0.154952476	0.043936785	0.013195885	0.060749475	-0.083618299	0.036760787	-0.249517279	-0.003187488	-0.016942284	0.03001877	-0.037422601	-0.150235489	-0.09962559
FGFBP3	0.036820147	0.148792216	0.130737528	0.064555575	0.230882692	0.10805702	-0.028473403	0.101063548	0.018110709	0.143871011	0.002482418	0.210463362	0.007132173	0.141512872	-0.067828557	0.048005364	-0.033284441	0.162319052	0.220842789	-0.106745668	0.000867227	0.075390649	0.018589347	0.120928996	0.136676703	-0.142273706	0.14446109	0.075956798	0.029380489	0.066071199	0.017559325	0.136583291	0.119305511
FGFR1	-0.236641732	-0.331965042	-0.079722542	-0.300239512	-1.27553191	-0.227915265	-0.219055931	-0.222145439	-0.275388347	-0.891721884	-0.278210694	-0.230736997	-0.137082009	-0.154664557	-0.392109818	-0.223484252	-0.153925256	-0.304759932	-0.239478901	-0.260293306	-0.188606817	-0.121123246	-0.443944198	0.073625323	-0.537668989	-0.473396801	-0.303555676	-0.493180773	-0.301784439	-0.341391179	-0.606093338	-0.53984918	-1.004616825
FGFR1OP	-0.584065387	-0.627314583	-0.200667275	-0.314425646	-0.349366599	-0.481237474	-0.438980538	-0.470427935	-0.37667705	-0.286048934	-0.295862237	-0.343297906	-0.500714793	-0.377457752	-0.212395486	-0.577148381	-0.131936882	-0.451650641	-0.504643495	-0.753047216	-0.654777343	-0.448326986	-0.039020879	-0.302760658	-0.143473057	-0.231591303	-0.145015797	-0.260737541	-0.467979419	-0.634981076	-0.679526528	-0.405822346	-0.133507731
FGFR1OP2	-0.440854053	-0.70042521	-0.697118429	-0.351675093	-0.491734693	-0.385437539	-0.514184284	-0.471543273	-0.484454894	-0.601721015	-0.461149651	-0.564949814	-0.417131283	-0.368912473	-0.714922279	-0.576721565	-0.708441825	-0.539160937	-0.534018898	-0.736333801	-0.489916303	-0.604752234	-0.632559403	-0.409941571	-0.408377236	-0.885129232	-0.553703147	-0.650607614	-0.591166374	-0.557983235	-0.576470754	-0.679446152	-0.610947363
FGFR2	-0.010388498	-0.022994144	-0.069045191	-0.083396831	0.117653397	-0.096049187	-0.057779697	-0.043259359	-0.042612467	-0.061881994	0.195907326	0.101892674	0.032373878	0.053421621	-0.108383873	-0.010266257	0.084596246	0.036466962	0.024350886	0.037654257	-0.083367799	-0.076239738	0.016439113	0.038492981	-0.141158561	0.043998269	-0.119414492	0.059619652	0.028057196	0.031120298	-0.056990603	-0.114464703	-0.075013705
FGFR3	0.273484628	0.459248001	0.288265905	0.175470665	0.300753562	0.364808694	0.289757531	0.320527886	0.292531593	0.329183859	0.276723146	0.149236402	0.230148418	0.38021522	0.361799904	0.125663927	0.345810257	0.231752076	0.27156656	0.321078367	0.154825679	0.278116984	0.084182586	0.186985174	0.322774272	0.484526078	0.260143344	0.406530072	0.22634381	0.292563673	0.495437823	0.473076375	0.417401662
FGFR4	-0.059909048	-0.218707333	-0.141658361	-0.179074454	-0.075999607	-0.147538462	-0.155686703	-0.014114811	-0.149028502	-0.157548986	-0.05437138	-0.286372252	-0.081709692	-0.229003726	-0.082310563	-0.094732857	-0.107311756	-0.153585649	0.00205401	-0.100401228	-0.072885467	-0.026112914	-0.153314936	-0.035024346	-0.28199672	-0.191233981	0.024210038	-0.173659719	-0.06357739	-0.120101428	-0.014382872	-0.028243615	-0.036626823
FGFRL1	-0.102545692	-0.060955904	-0.143133666	-0.209724237	-0.013273834	-0.070191213	-0.162430687	-0.018656323	-0.185547192	-0.061550718	-0.002978577	-0.329548682	-0.06747425	-0.065106785	-0.188475834	-0.142018987	-0.126971912	-0.070054161	-0.038505332	-0.109044228	-0.173868195	-0.081541206	-0.210631378	-0.164299737	0.013557759	-0.1367555	-0.126370655	-0.097360118	-0.116691044	-0.13428875	-0.15798222	-0.109223945	0.000160404
FGG	-0.111280952	-0.154919264	-0.193354853	-0.013868532	-0.293406957	-0.235387586	-0.117437871	-0.01636439	-0.07002085	0.003708898	-0.245791338	0.098324377	-0.056860979	-0.029540642	0.226748396	-0.274464817	-0.442703687	0.163885449	0.31527151	0.095706605	0.000598885	0.0689448	0.013060963	-0.056045824	-0.144587405	-0.643910039	-0.184304566	-0.334815981	0.159348863	-0.076251001	-0.263660703	-0.317695702	-0.169060826
FGGY	0.185806806	0.213723469	0.178842472	0.320974039	0.119931655	0.106526291	0.26665001	0.414213016	0.221727017	0.166499167	0.092467448	0.380551058	0.156496519	0.398482762	0.254945985	0.2700032	0.202473046	0.236250287	0.155604442	0.305232165	0.05758708	0.115532532	0.092183551	0.229031428	0.155479938	0.392817108	0.292988158	0.276889812	0.178757667	0.228144527	0.362724926	0.286786697	0.216126675
FGL1	-0.048194089	-0.004313833	0.080815964	0.015778486	-0.151590794	-0.134251102	0.074503019	0.056954755	0.001952828	0.025000779	-0.05230064	-0.112881978	0.048634752	0.13629345	0.194092519	-0.159246984	0.027921262	0.208743402	0.079754687	-0.066090003	0.208780208	0.106597052	-0.113319742	0.125647605	0.083485021	0.087942042	-0.111085779	-0.045904905	0.103285158	0.003959582	-0.178348503	0.119247041	0.093667924
FGL2	-0.129917363	-0.190878688	-0.21708074	-0.232824498	-0.011951589	-0.162859943	-0.19468575	-0.088122377	-0.167038118	-0.111734484	0.018486627	-0.071849933	-0.090225193	0.034399085	-0.173812185	-0.179407204	-0.202059821	-0.162884606	-0.332925251	-0.179559173	-0.225584985	-0.013937598	-0.055551149	-0.122401667	-0.10676537	-0.067731927	-0.170078727	-0.120030932	-0.045399333	-0.064973931	-0.179705865	-0.235427609	-0.241044809
FGR	-0.071826789	-0.026317609	0.033754068	0.176279377	-0.004847731	-0.075449883	0.080646383	-0.080757807	0.081089798	-0.064639983	-0.028466223	0.187881361	-0.023349873	0.034663125	0.012632982	0.032623386	0.04679746	0.096156457	-0.044847165	0.042169786	0.02208206	-0.026545447	-0.0378066	0.105307624	-0.029691754	-0.032060218	0.025416329	-0.058627149	0.013636039	0.009177423	0.090027763	-0.137561193	-0.028277365
FH	-0.536884952	-0.339518106	-0.389443524	-0.545096666	-0.787962681	-0.456846487	-0.553982663	-0.403879352	-0.332404843	-0.55634346	-0.513033556	-0.484412323	-0.322485927	-0.473421094	-0.227496199	-0.580918102	-0.456861112	-0.296401679	-0.685972498	-0.736704521	-0.667331083	-0.677073506	-0.378161191	-0.878078283	-0.624657382	-0.678037755	-0.091713445	-0.438255097	-0.309897156	-0.32985139	-0.532495908	-0.404343052	-0.317094182
FHDC1	0.024479661	-0.054648874	0.039562609	0.156820312	0.06294849	-0.181066864	-0.033078235	0.078845479	-0.072244742	0.061460913	-0.257268175	-0.076689339	-0.002229497	0.087546488	0.008704988	-0.078768436	0.064170861	-0.224689888	0.067099028	-0.107948149	-0.02251983	-0.00679887	0.058664382	0.033930578	-0.024147518	-0.156846589	-0.077570583	-0.086732486	0.051937804	0.014042219	-0.168703017	0.011925126	0.108878228
FHIT	0.056158653	0.086069018	0.064552069	0.153457698	-0.164104265	0.027754748	0.070179059	0.072972172	0.053846726	0.106879122	0.093151082	-0.006576673	0.044181071	0.340231372	-0.151137107	0.177822842	-0.014888648	0.131804876	-0.067409354	0.048543435	0.218084277	0.075021848	-0.065678344	0.057983159	0.006859101	0.38678147	-0.011486301	-0.083738691	-0.019068154	0.09859299	0.205813266	0.08666817	0.028634254
FHL2	0.167902264	0.253240608	0.297718592	0.140336228	0.436093611	0.181299153	0.312022793	0.018425384	0.179595986	0.042832059	0.025347656	0.467672351	0.155795343	0.166882003	0.286179292	0.151765059	0.385244155	0.144199171	0.309463179	0.287236536	0.255503656	0.245596003	-0.005740697	0.151228438	0.378558782	0.281824734	0.332089546	0.48339664	0.12879042	0.36741418	0.264997373	0.289230992	0.158238658
FHL3	-0.457173262	-0.593815362	-0.442975377	-0.497039765	-0.671955673	-0.319836015	-0.331000623	-0.482447814	-0.266012345	-0.4633117	-0.552952151	-0.631301649	-0.323918565	-0.596562289	-0.448221608	-0.611235325	-0.397048163	-0.401169104	-0.639685635	-0.34207335	-0.593268267	-0.342590923	-0.497457728	-0.183572226	-0.473540692	-0.373047353	-0.462400686	-0.604460328	-0.272348835	-0.333635715	-0.584705748	-0.461752271	-0.618658281
FHL5	-0.098596425	-0.109196379	-0.078573699	-0.122990578	-0.298328531	-0.183399565	-0.159208405	-0.164539743	-0.065412151	-0.114707588	-0.272556149	-0.191521678	-0.119689699	-0.30273396	-0.157104054	-0.037437551	-0.266920155	-0.002452422	-0.216115886	-0.02541362	-0.247301035	-0.115124131	-0.147056105	-0.118901358	-0.059841861	-0.162596391	-0.200798081	-0.212187866	-0.078420611	-0.088194845	-0.31803539	-0.161724596	-0.158205929
FHOD1	0.157262751	0.189968243	0.177316253	0.105383253	-0.00285255	0.228939994	0.116944532	0.135040745	0.11482334	0.024752715	0.159686738	-0.028812796	0.17725446	0.106718772	0.204456612	0.058321966	0.272901604	0.125308853	0.126455549	0.050900772	0.186338573	0.184638695	0.141804557	0.113484171	0.287077758	0.261140381	0.220770641	0.26266407	0.141721614	0.079615109	0.064881882	0.32333628	0.098779629
FHOD3	0.081756293	0.141907918	0.249701224	0.184916877	0.139696474	0.202897188	0.194493033	0.247584699	0.211268115	0.239561353	0.401244876	0.126731229	0.144764329	-0.049369729	0.100100651	0.260722737	0.225979593	0.144610985	0.350664184	0.184196247	0.21269776	0.224319897	0.150045	0.02394813	0.249182016	0.127085308	0.151453692	0.24124649	-0.003365945	0.226205264	0.15204198	0.390714854	0.069105464
FIBCD1	0.039485138	-0.075679864	-0.015877216	0.089526	-0.039986879	0.00832208	0.080691642	0.072517665	0.058600947	0.05564364	-0.016683704	-0.025668643	0.019032266	-0.33658499	-0.092933157	-0.060422138	-0.10301843	0.065664336	-0.008425029	0.087779401	-0.05571063	-0.02683639	-0.171363495	0.058214783	0.036882255	-0.027475888	0.021541677	-0.053602108	-0.111377036	0.020644451	0.078782257	-0.012767144	0.090193501
FIBIN	-0.021295152	0.042737464	-0.029947839	0.082089891	0.012397354	0.114272737	0.129858588	-0.222196774	-0.160250294	0.12758309	0.148967949	0.181247827	0.126763916	0.21404705	0.147304435	0.028968283	-0.085656298	0.053580835	0.069185202	0.125797211	0.268896326	0.078925308	0.108715688	0.016921827	0.007446803	-0.193159979	0.045928536	0.07803084	0.13145532	-0.039357977	0.039449833	-0.039722892	0.121282258
FIBP	0.114727938	0.060942495	-0.039126327	-0.176872256	-0.31310942	-0.248899735	-0.198606522	-0.129420995	-0.247388224	0.053341837	0.060795392	-0.278002568	-0.030923968	-0.243659506	-0.131996106	-0.391808443	0.183503364	0.153450116	-0.081284684	-0.154757217	-0.239878725	-0.111110054	0.005841301	-0.030796366	0.29530601	-0.523667561	-0.056539303	0.115023924	-0.117261344	-0.008719621	0.424728622	0.190757057	-0.0855332
FICD	-0.370043877	-0.463121718	-0.286093907	-0.35228021	-0.487279866	-0.53569922	-0.4084561	-0.538728339	-0.350341458	-0.386446837	-0.311314695	-0.35834064	-0.223799631	-0.356060212	-0.551813106	-0.495110151	-0.344678433	-0.396797228	-0.23491143	-0.334989425	-0.406537757	-0.218627443	-0.324120701	-0.390496902	-0.383552662	-0.626822317	-0.439561621	-0.540511878	-0.420684502	-0.595377188	-0.72533567	-0.684184102	-0.454479012
FIG4	0.103024638	0.144096977	0.058946579	0.297834402	0.270710446	0.483488122	-0.026327038	0.246875826	0.162630188	0.386800008	0.245122422	0.136222759	0.11002403	0.198274278	0.391204914	0.267480049	0.180915546	0.250303647	0.192030563	0.110045732	0.233908045	0.148153444	0.264116598	0.212583568	0.09873125	0.217675445	0.248052769	0.163961915	0.175673398	0.25568534	0.186605771	0.366114125	0.134102189
FIGLA	-0.394251526	-0.355410081	-0.199888642	-0.224999741	-0.246022785	-0.116549452	-0.342522316	-0.211429789	-0.233209275	-0.179498845	-0.204438481	-0.394102306	-0.139754606	-0.071691767	-0.354230811	-0.283280215	-0.274925776	-0.233881704	-0.247777735	-0.253702396	-0.17306655	-0.190828441	-0.163356013	-0.294304138	-0.146536416	-0.219163749	-0.251829125	-0.248139817	-0.197743673	-0.2002201	-0.375456346	-0.065788062	-0.209831489
FIGN	-0.269396386	-0.355694353	-0.290249549	-0.323851909	-0.220930483	-0.40787271	-0.350142088	-0.336415382	-0.267919994	-0.238339516	-0.418267256	-0.281445662	-0.305084461	-0.34528788	-0.542027827	-0.291947178	-0.353508338	-0.194290952	-0.342008836	-0.346705058	-0.347625889	-0.218673702	-0.335564759	-0.281807431	-0.219426139	-0.624117594	-0.469605151	-0.399295635	-0.237429997	-0.463312977	-0.417513945	-0.468554062	-0.336478769
FIGNL1	-0.196733382	-0.440407702	-0.251098639	-0.324702754	-0.255232284	-0.113165628	-0.167150225	-0.186845773	-0.191225286	-0.170080019	-0.043553958	-0.144120393	-0.229056181	-0.308650815	-0.042382842	-0.210495609	-0.238194121	-0.243439673	-0.086861239	-0.093976679	-0.298498875	-0.140619345	-0.239063643	-0.477812961	-0.330542006	-0.273927269	-0.29646025	-0.168360753	0.020328498	-0.123850388	-0.265968784	-0.266490707	-0.397610944
FILIP1	-0.149398231	-0.087517575	-0.052610304	0.067725205	0.086380037	0.006851379	0.001220903	-0.107138191	-0.016907427	0.027475128	-0.031873417	0.066109692	0.014853833	0.035985172	0.028620177	0.05093034	-0.063786904	-0.039334264	-0.066058039	0.008553835	0.01552138	-0.046132792	0.027287115	-0.011185042	-0.093351375	0.015431751	-0.025069253	-0.086086848	0.078819165	-0.027645927	-0.069956785	0.076858345	-0.034769085
FILIP1L	0.018422659	0.00663032	0.024336722	0.131311781	0.057640549	-0.057069606	0.123740079	0.019965916	-0.02220693	-0.093064251	0.101459772	0.035199008	0.039161093	0.086246663	0.100099903	0.016804242	-0.018995822	0.145793985	0.048144231	0.067967092	0.100902916	0.026412553	-0.034475861	0.145722644	-0.036908246	-0.031356582	0.076895766	0.154991372	-0.084908474	0.001719572	0.048786919	0.034894018	0.125538263
FIP1L1	-0.559404169	-0.876074329	-0.534196555	-0.692057806	-0.64512584	-0.668770279	-0.935205166	-0.57714742	-0.730845502	-0.795514077	-0.554978049	-0.449705031	-0.801015391	-0.634883499	-0.54698358	-0.718823881	-0.407031432	-0.91478325	-0.771948808	-0.686913899	-0.533674948	-0.615950337	-0.683044921	-1.15026744	-0.657773781	-0.531625631	-0.495982459	-0.701407289	-0.764998631	-0.554700804	-0.609053735	-0.420426414	-0.60693776
FIS1	-0.303631777	-0.271769494	-0.288768051	-0.230142323	-0.082561992	-0.574214875	-0.38693702	-0.347378797	-0.470444691	-0.319216336	-0.359104086	-0.325213947	-0.121438198	-0.350170454	-0.505407649	-0.382644681	-0.308785906	-0.353287103	-0.497690658	-0.600796212	-0.168714848	-0.295407826	-0.187521901	-0.633546363	-0.070791862	-0.13323894	-0.406395982	-0.357524516	-0.562899006	-0.273050916	-0.256703706	-0.106078167	-0.515460188
FITM1	-0.129117665	-0.173165257	0.093850122	-0.127511163	-0.148960485	-0.005755726	-0.250013052	-0.164223492	-0.196161938	-0.288954239	-0.323051485	-0.130965882	-0.117641826	-0.105353227	-0.058975533	-0.142652386	-0.14800656	-0.169218905	-0.278950347	-0.127783705	-0.147696317	0.042006096	-0.12594459	-0.178045781	-0.038714303	-0.143016554	-0.242208724	-0.318307174	-0.002856511	-0.103809026	0.004095538	-0.07954508	-0.131540317
FITM2	-0.176133928	-0.117862945	-0.233478557	-0.204351181	-0.616126622	-0.371955862	-0.222439801	-0.352390823	-0.310338663	-0.250911589	-0.430080686	-0.242527462	-0.202563839	-0.33671218	-0.44016674	-0.139434656	-0.079802953	-0.199846263	-0.160009412	-0.172753115	-0.375724944	-0.457486578	-0.186405369	-0.005236391	-0.499043502	-0.308074439	0.020623817	-0.182446101	-0.418694633	-0.224616344	-0.332922497	-0.208397374	-0.24863458
FIZ1	0.166513749	0.371131645	0.17708748	0.372331657	0.111798837	0.199558388	0.256042185	0.065297717	0.12677536	0.221192177	0.296251896	0.146244273	0.159963089	0.115056677	0.21054902	0.321679714	0.214723525	0.150595693	0.17523231	0.188815107	0.20076737	0.239755879	0.154107086	0.160117185	0.169376118	0.186666379	0.29188472	0.109598506	0.038695336	0.271955799	0.313790283	0.33337429	0.345911432
FJX1	0.036303836	0.104288635	0.152101519	-0.032964541	0.082804553	0.178399669	0.016567232	-0.087112317	0.046860707	-0.014535772	0.149882376	0.168660639	0.101337137	0.111522965	0.028282273	0.13843502	0.294234292	0.133989221	0.19646016	0.146963172	-0.020070381	0.219387337	0.202508216	-0.005423095	0.177369125	0.044783012	0.080127382	0.145900138	0.11610121	-0.046102327	0.198562989	0.024707732	0.186975586
FKBP10	-0.191994545	-0.209261152	-0.166117031	-0.249954952	-0.130412055	0.051317515	-0.18869239	-0.326178777	-0.231193866	-0.178384711	-0.27740875	-0.257396649	-0.176837546	-0.241495892	-0.091708992	-0.211529786	-0.043238521	-0.058923205	-0.159575881	-0.172551688	-0.145940847	-0.313719959	-0.266396233	-0.335103132	-0.205498381	-0.123180492	-0.315909649	-0.069425602	-0.236778223	-0.174651179	-0.162830899	-0.21972022	-0.257158231
FKBP11	-0.022551762	-0.212987814	-0.081241691	0.038025751	-0.032939266	0.073368983	-0.1061745	-0.152381274	-0.066065321	-0.181261428	-0.023569216	-0.027299557	-0.017909547	0.009280511	-0.140429374	-0.043019474	0.075177655	-0.080317935	-0.27643739	-0.122270966	-0.228023303	-0.042669028	0.06161015	-0.042750245	0.017590288	-0.082690519	-0.137153237	-0.216383558	-0.252855501	0.092407432	-0.232388374	-0.104137969	0.0008547
FKBP14	0.19257483	0.293497387	0.198310312	0.263486939	0.247296322	0.234286892	0.201460661	0.325979291	0.183127287	0.201268312	0.22037266	0.144445313	0.21198872	0.225374915	0.2487231	0.193298785	0.209627761	0.207269964	0.209665613	0.107540867	0.188409858	0.127365173	0.12138029	0.183333737	0.114780774	0.268037296	0.240256654	0.186676292	0.155639984	0.323372781	0.250083342	0.356851758	0.284470095
FKBP15	0.24389768	0.316248105	0.132251149	0.384794741	0.105563751	0.215867086	0.224039286	0.380815196	0.267212978	0.099173513	0.127870376	0.02230909	0.174798403	0.110245037	0.100949198	0.193421521	0.154083582	0.157657067	0.258020899	0.177676561	0.240339544	0.210088011	0.11600468	0.27299046	0.055146661	0.336360517	0.243577764	0.28582318	0.157179732	0.335535253	0.370415507	0.456078679	0.163041772
FKBP1A	-0.112563661	-0.032383988	0.016466075	0.107479691	0.065473774	0.230519283	-0.475040535	0.090861265	-0.125049211	-0.123716013	-0.046121928	-0.374239735	0.057052607	-0.350532593	0.099317963	0.001753699	0.077201943	0.185428669	0.065598971	0.061177675	0.005687926	0.05887568	0.023026039	0.101320865	0.199414716	-0.350770401	0.005491725	-0.090953373	0.10633042	0.053100068	-0.053735859	0.349783128	0.41334895
FKBP1B	-0.03325922	-0.051561642	-0.08038802	-0.037279867	0.051531502	-0.08601237	0.067497983	0.024102904	0.07206252	0.035154543	0.10710419	-0.04001108	-0.011250702	0.024220336	-0.064233096	-0.106264912	0.090822042	0.139454096	0.0226748	-0.013980318	-0.017074568	-0.04754023	0.067109334	0.075359097	0.073072084	0.078790934	-0.005350575	-0.067231519	0.030186884	-0.003863244	-0.112963081	-0.047076806	0.193906622
